id,type,fedWith,weight,offset
urn:ngsi-ld:Animal:cow013,Animal,Oats,370,-20
urn:ngsi-ld:Animal:cow013,Animal,Hay,368,-19
urn:ngsi-ld:Animal:cow013,Animal,Oats,369,-18
urn:ngsi-ld:Animal:cow013,Animal,Grass,371,-17
urn:ngsi-ld:Animal:cow013,Animal,Grass,375,-16
urn:ngsi-ld:Animal:cow013,Animal,Grass,376,-15
urn:ngsi-ld:Animal:cow013,Animal,Grass,370,-14
urn:ngsi-ld:Animal:cow013,Animal,Grass,375,-13
urn:ngsi-ld:Animal:cow013,Animal,Grass,376,-12
urn:ngsi-ld:Animal:cow013,Animal,Grass,377,-11
urn:ngsi-ld:Animal:cow013,Animal,Hay,375,-10
urn:ngsi-ld:Animal:cow013,Animal,Oats,377,-9
urn:ngsi-ld:Animal:cow013,Animal,Oats,378,-8
urn:ngsi-ld:Animal:cow013,Animal,Hay,369,-7
urn:ngsi-ld:Animal:cow013,Animal,Oats,370,-6
urn:ngsi-ld:Animal:cow013,Animal,Grass,371,-5
urn:ngsi-ld:Animal:cow013,Animal,Grass,375,-4
urn:ngsi-ld:Animal:cow013,Animal,Grass,376,-3
urn:ngsi-ld:Animal:cow013,Animal,Grass,376,-2
urn:ngsi-ld:Animal:cow013,Animal,Grass,376,-1
urn:ngsi-ld:Animal:cow021,Animal,Grass,747,-24
urn:ngsi-ld:Animal:cow021,Animal,Grass,749,-23
urn:ngsi-ld:Animal:cow021,Animal,Hay,746,-22
urn:ngsi-ld:Animal:cow021,Animal,Hay,741,-21
urn:ngsi-ld:Animal:cow021,Animal,Oats,743,-20
urn:ngsi-ld:Animal:cow021,Animal,Hay,738,-19
urn:ngsi-ld:Animal:cow021,Animal,Hay,740,-18
urn:ngsi-ld:Animal:cow021,Animal,Grass,742,-17
urn:ngsi-ld:Animal:cow021,Animal,Grass,750,-16
urn:ngsi-ld:Animal:cow021,Animal,Grass,752,-15
urn:ngsi-ld:Animal:cow021,Animal,Grass,746,-14
urn:ngsi-ld:Animal:cow021,Animal,Grass,754,-13
urn:ngsi-ld:Animal:cow021,Animal,Grass,756,-12
urn:ngsi-ld:Animal:cow021,Animal,Grass,757,-11
urn:ngsi-ld:Animal:cow021,Animal,Hay,753,-10
urn:ngsi-ld:Animal:cow021,Animal,Hay,755,-9
urn:ngsi-ld:Animal:cow021,Animal,Oats,756,-8
urn:ngsi-ld:Animal:cow021,Animal,Hay,745,-7
urn:ngsi-ld:Animal:cow021,Animal,Hay,746,-6
urn:ngsi-ld:Animal:cow021,Animal,Grass,748,-5
urn:ngsi-ld:Animal:cow021,Animal,Grass,755,-4
urn:ngsi-ld:Animal:cow021,Animal,Grass,756,-3
urn:ngsi-ld:Animal:cow021,Animal,Grass,757,-2
urn:ngsi-ld:Animal:cow021,Animal,Grass,757,-1
urn:ngsi-ld:Animal:cow020,Animal,Grass,118,-24
urn:ngsi-ld:Animal:cow020,Animal,Grass,129,-23
urn:ngsi-ld:Animal:cow020,Animal,Hay,138,-22
urn:ngsi-ld:Animal:cow020,Animal,Hay,141,-21
urn:ngsi-ld:Animal:cow020,Animal,Oats,151,-20
urn:ngsi-ld:Animal:cow020,Animal,Hay,158,-19
urn:ngsi-ld:Animal:cow020,Animal,Hay,167,-18
urn:ngsi-ld:Animal:cow020,Animal,Grass,175,-17
urn:ngsi-ld:Animal:cow020,Animal,Grass,185,-16
urn:ngsi-ld:Animal:cow020,Animal,Grass,193,-15
urn:ngsi-ld:Animal:cow020,Animal,Grass,194,-14
urn:ngsi-ld:Animal:cow020,Animal,Grass,203,-13
urn:ngsi-ld:Animal:cow020,Animal,Grass,210,-12
urn:ngsi-ld:Animal:cow020,Animal,Grass,216,-11
urn:ngsi-ld:Animal:cow020,Animal,Hay,220,-10
urn:ngsi-ld:Animal:cow020,Animal,Hay,226,-9
urn:ngsi-ld:Animal:cow020,Animal,Oats,232,-8
urn:ngsi-ld:Animal:cow020,Animal,Hay,229,-7
urn:ngsi-ld:Animal:cow020,Animal,Hay,234,-6
urn:ngsi-ld:Animal:cow020,Animal,Grass,239,-5
urn:ngsi-ld:Animal:cow020,Animal,Grass,246,-4
urn:ngsi-ld:Animal:cow020,Animal,Grass,251,-3
urn:ngsi-ld:Animal:cow020,Animal,Grass,254,-2
urn:ngsi-ld:Animal:cow020,Animal,Grass,257,-1
urn:ngsi-ld:Animal:cow023,Animal,Milk,75,-24
urn:ngsi-ld:Animal:cow023,Animal,Milk,89,-23
urn:ngsi-ld:Animal:cow023,Animal,Milk,99,-22
urn:ngsi-ld:Animal:cow023,Animal,Hay,104,-21
urn:ngsi-ld:Animal:cow023,Animal,Oats,115,-20
urn:ngsi-ld:Animal:cow023,Animal,Hay,124,-19
urn:ngsi-ld:Animal:cow023,Animal,Hay,135,-18
urn:ngsi-ld:Animal:cow023,Animal,Grass,145,-17
urn:ngsi-ld:Animal:cow023,Animal,Grass,156,-16
urn:ngsi-ld:Animal:cow023,Animal,Grass,165,-15
urn:ngsi-ld:Animal:cow023,Animal,Grass,167,-14
urn:ngsi-ld:Animal:cow023,Animal,Grass,178,-13
urn:ngsi-ld:Animal:cow023,Animal,Grass,186,-12
urn:ngsi-ld:Animal:cow023,Animal,Grass,193,-11
urn:ngsi-ld:Animal:cow023,Animal,Hay,198,-10
urn:ngsi-ld:Animal:cow023,Animal,Hay,205,-9
urn:ngsi-ld:Animal:cow023,Animal,Oats,212,-8
urn:ngsi-ld:Animal:cow023,Animal,Hay,210,-7
urn:ngsi-ld:Animal:cow023,Animal,Hay,216,-6
urn:ngsi-ld:Animal:cow023,Animal,Grass,222,-5
urn:ngsi-ld:Animal:cow023,Animal,Grass,229,-4
urn:ngsi-ld:Animal:cow023,Animal,Grass,235,-3
urn:ngsi-ld:Animal:cow023,Animal,Grass,239,-2
urn:ngsi-ld:Animal:cow023,Animal,Grass,242,-1
urn:ngsi-ld:Animal:cow022,Animal,Grass,208,-24
urn:ngsi-ld:Animal:cow022,Animal,Grass,219,-23
urn:ngsi-ld:Animal:cow022,Animal,Hay,229,-22
urn:ngsi-ld:Animal:cow022,Animal,Hay,233,-21
urn:ngsi-ld:Animal:cow022,Animal,Oats,243,-20
urn:ngsi-ld:Animal:cow022,Animal,Hay,251,-19
urn:ngsi-ld:Animal:cow022,Animal,Hay,260,-18
urn:ngsi-ld:Animal:cow022,Animal,Grass,269,-17
urn:ngsi-ld:Animal:cow022,Animal,Grass,280,-16
urn:ngsi-ld:Animal:cow022,Animal,Grass,288,-15
urn:ngsi-ld:Animal:cow022,Animal,Grass,289,-14
urn:ngsi-ld:Animal:cow022,Animal,Grass,299,-13
urn:ngsi-ld:Animal:cow022,Animal,Grass,306,-12
urn:ngsi-ld:Animal:cow022,Animal,Grass,313,-11
urn:ngsi-ld:Animal:cow022,Animal,Hay,318,-10
urn:ngsi-ld:Animal:cow022,Animal,Hay,324,-9
urn:ngsi-ld:Animal:cow022,Animal,Oats,330,-8
urn:ngsi-ld:Animal:cow022,Animal,Hay,326,-7
urn:ngsi-ld:Animal:cow022,Animal,Hay,332,-6
urn:ngsi-ld:Animal:cow022,Animal,Grass,337,-5
urn:ngsi-ld:Animal:cow022,Animal,Grass,345,-4
urn:ngsi-ld:Animal:cow022,Animal,Grass,350,-3
urn:ngsi-ld:Animal:cow022,Animal,Grass,354,-2
urn:ngsi-ld:Animal:cow022,Animal,Grass,357,-1
urn:ngsi-ld:Animal:cow024,Animal,Milk,58,-24
urn:ngsi-ld:Animal:cow024,Animal,Milk,73,-23
urn:ngsi-ld:Animal:cow024,Animal,Milk,85,-22
urn:ngsi-ld:Animal:cow024,Animal,Milk,92,-21
urn:ngsi-ld:Animal:cow024,Animal,Oats,105,-20
urn:ngsi-ld:Animal:cow024,Animal,Hay,116,-19
urn:ngsi-ld:Animal:cow024,Animal,Hay,128,-18
urn:ngsi-ld:Animal:cow024,Animal,Grass,140,-17
urn:ngsi-ld:Animal:cow024,Animal,Grass,153,-16
urn:ngsi-ld:Animal:cow024,Animal,Grass,163,-15
urn:ngsi-ld:Animal:cow024,Animal,Grass,166,-14
urn:ngsi-ld:Animal:cow024,Animal,Grass,178,-13
urn:ngsi-ld:Animal:cow024,Animal,Grass,187,-12
urn:ngsi-ld:Animal:cow024,Animal,Grass,196,-11
urn:ngsi-ld:Animal:cow024,Animal,Hay,202,-10
urn:ngsi-ld:Animal:cow024,Animal,Hay,210,-9
urn:ngsi-ld:Animal:cow024,Animal,Oats,218,-8
urn:ngsi-ld:Animal:cow024,Animal,Hay,216,-7
urn:ngsi-ld:Animal:cow024,Animal,Hay,223,-6
urn:ngsi-ld:Animal:cow024,Animal,Grass,230,-5
urn:ngsi-ld:Animal:cow024,Animal,Grass,239,-4
urn:ngsi-ld:Animal:cow024,Animal,Grass,244,-3
urn:ngsi-ld:Animal:cow024,Animal,Grass,249,-2
urn:ngsi-ld:Animal:cow024,Animal,Grass,254,-1
urn:ngsi-ld:Animal:cow025,Animal,Grass,403,-24
urn:ngsi-ld:Animal:cow025,Animal,Grass,403,-23
urn:ngsi-ld:Animal:cow025,Animal,Hay,406,-22
urn:ngsi-ld:Animal:cow025,Animal,Oats,406,-21
urn:ngsi-ld:Animal:cow025,Animal,Oats,406,-20
urn:ngsi-ld:Animal:cow025,Animal,Hay,409,-19
urn:ngsi-ld:Animal:cow025,Animal,Oats,409,-18
urn:ngsi-ld:Animal:cow025,Animal,Grass,409,-17
urn:ngsi-ld:Animal:cow025,Animal,Grass,411,-16
urn:ngsi-ld:Animal:cow025,Animal,Grass,411,-15
urn:ngsi-ld:Animal:cow025,Animal,Grass,410,-14
urn:ngsi-ld:Animal:cow025,Animal,Grass,413,-13
urn:ngsi-ld:Animal:cow025,Animal,Grass,412,-12
urn:ngsi-ld:Animal:cow025,Animal,Grass,410,-11
urn:ngsi-ld:Animal:cow025,Animal,Hay,411,-10
urn:ngsi-ld:Animal:cow025,Animal,Oats,409,-9
urn:ngsi-ld:Animal:cow025,Animal,Oats,406,-8
urn:ngsi-ld:Animal:cow025,Animal,Hay,406,-7
urn:ngsi-ld:Animal:cow025,Animal,Oats,396,-6
urn:ngsi-ld:Animal:cow025,Animal,Grass,387,-5
urn:ngsi-ld:Animal:cow025,Animal,Grass,381,-4
urn:ngsi-ld:Animal:cow025,Animal,Grass,372,-3
urn:ngsi-ld:Animal:cow025,Animal,Grass,364,-2
urn:ngsi-ld:Animal:cow025,Animal,Grass,360,-1
urn:ngsi-ld:Animal:cow026,Animal,Grass,430,-24
urn:ngsi-ld:Animal:cow026,Animal,Grass,431,-23
urn:ngsi-ld:Animal:cow026,Animal,Hay,429,-22
urn:ngsi-ld:Animal:cow026,Animal,Hay,423,-21
urn:ngsi-ld:Animal:cow026,Animal,Oats,424,-20
urn:ngsi-ld:Animal:cow026,Animal,Hay,422,-19
urn:ngsi-ld:Animal:cow026,Animal,Hay,423,-18
urn:ngsi-ld:Animal:cow026,Animal,Grass,424,-17
urn:ngsi-ld:Animal:cow026,Animal,Grass,429,-16
urn:ngsi-ld:Animal:cow026,Animal,Grass,430,-15
urn:ngsi-ld:Animal:cow026,Animal,Grass,424,-14
urn:ngsi-ld:Animal:cow026,Animal,Grass,429,-13
urn:ngsi-ld:Animal:cow026,Animal,Grass,430,-12
urn:ngsi-ld:Animal:cow026,Animal,Grass,431,-11
urn:ngsi-ld:Animal:cow026,Animal,Hay,429,-10
urn:ngsi-ld:Animal:cow026,Animal,Hay,430,-9
urn:ngsi-ld:Animal:cow026,Animal,Oats,431,-8
urn:ngsi-ld:Animal:cow026,Animal,Hay,422,-7
urn:ngsi-ld:Animal:cow026,Animal,Hay,423,-6
urn:ngsi-ld:Animal:cow026,Animal,Grass,424,-5
urn:ngsi-ld:Animal:cow026,Animal,Grass,429,-4
urn:ngsi-ld:Animal:cow026,Animal,Grass,429,-3
urn:ngsi-ld:Animal:cow026,Animal,Grass,429,-2
urn:ngsi-ld:Animal:cow026,Animal,Grass,429,-1
urn:ngsi-ld:Animal:cow027,Animal,Grass,167,-24
urn:ngsi-ld:Animal:cow027,Animal,Grass,177,-23
urn:ngsi-ld:Animal:cow027,Animal,Hay,185,-22
urn:ngsi-ld:Animal:cow027,Animal,Hay,187,-21
urn:ngsi-ld:Animal:cow027,Animal,Oats,196,-20
urn:ngsi-ld:Animal:cow027,Animal,Hay,203,-19
urn:ngsi-ld:Animal:cow027,Animal,Hay,211,-18
urn:ngsi-ld:Animal:cow027,Animal,Grass,219,-17
urn:ngsi-ld:Animal:cow027,Animal,Grass,228,-16
urn:ngsi-ld:Animal:cow027,Animal,Grass,235,-15
urn:ngsi-ld:Animal:cow027,Animal,Grass,235,-14
urn:ngsi-ld:Animal:cow027,Animal,Grass,243,-13
urn:ngsi-ld:Animal:cow027,Animal,Grass,250,-12
urn:ngsi-ld:Animal:cow027,Animal,Grass,256,-11
urn:ngsi-ld:Animal:cow027,Animal,Hay,259,-10
urn:ngsi-ld:Animal:cow027,Animal,Hay,265,-9
urn:ngsi-ld:Animal:cow027,Animal,Oats,270,-8
urn:ngsi-ld:Animal:cow027,Animal,Hay,266,-7
urn:ngsi-ld:Animal:cow027,Animal,Hay,271,-6
urn:ngsi-ld:Animal:cow027,Animal,Grass,276,-5
urn:ngsi-ld:Animal:cow027,Animal,Grass,283,-4
urn:ngsi-ld:Animal:cow027,Animal,Grass,287,-3
urn:ngsi-ld:Animal:cow027,Animal,Grass,290,-2
urn:ngsi-ld:Animal:cow027,Animal,Grass,292,-1
urn:ngsi-ld:Animal:cow029,Animal,Grass,314,-24
urn:ngsi-ld:Animal:cow029,Animal,Grass,317,-23
urn:ngsi-ld:Animal:cow029,Animal,Hay,324,-22
urn:ngsi-ld:Animal:cow029,Animal,Hay,326,-21
urn:ngsi-ld:Animal:cow029,Animal,Oats,328,-20
urn:ngsi-ld:Animal:cow029,Animal,Hay,329,-19
urn:ngsi-ld:Animal:cow029,Animal,Hay,318,-18
urn:ngsi-ld:Animal:cow029,Animal,Grass,319,-17
urn:ngsi-ld:Animal:cow029,Animal,Grass,322,-16
urn:ngsi-ld:Animal:cow029,Animal,Grass,327,-15
urn:ngsi-ld:Animal:cow029,Animal,Grass,328,-14
urn:ngsi-ld:Animal:cow029,Animal,Grass,328,-13
urn:ngsi-ld:Animal:cow029,Animal,Grass,328,-12
urn:ngsi-ld:Animal:cow029,Animal,Grass,333,-11
urn:ngsi-ld:Animal:cow029,Animal,Hay,334,-10
urn:ngsi-ld:Animal:cow029,Animal,Hay,328,-9
urn:ngsi-ld:Animal:cow029,Animal,Oats,328,-8
urn:ngsi-ld:Animal:cow029,Animal,Hay,335,-7
urn:ngsi-ld:Animal:cow029,Animal,Hay,324,-6
urn:ngsi-ld:Animal:cow029,Animal,Grass,333,-5
urn:ngsi-ld:Animal:cow029,Animal,Grass,328,-4
urn:ngsi-ld:Animal:cow029,Animal,Grass,335,-3
urn:ngsi-ld:Animal:cow029,Animal,Grass,334,-2
urn:ngsi-ld:Animal:cow029,Animal,Grass,334,-1
urn:ngsi-ld:Animal:cow028,Animal,Grass,330,-24
urn:ngsi-ld:Animal:cow028,Animal,Grass,334,-23
urn:ngsi-ld:Animal:cow028,Animal,Hay,335,-22
urn:ngsi-ld:Animal:cow028,Animal,Hay,332,-21
urn:ngsi-ld:Animal:cow028,Animal,Oats,335,-20
urn:ngsi-ld:Animal:cow028,Animal,Hay,336,-19
urn:ngsi-ld:Animal:cow028,Animal,Hay,339,-18
urn:ngsi-ld:Animal:cow028,Animal,Grass,342,-17
urn:ngsi-ld:Animal:cow028,Animal,Grass,348,-16
urn:ngsi-ld:Animal:cow028,Animal,Grass,351,-15
urn:ngsi-ld:Animal:cow028,Animal,Grass,346,-14
urn:ngsi-ld:Animal:cow028,Animal,Grass,352,-13
urn:ngsi-ld:Animal:cow028,Animal,Grass,355,-12
urn:ngsi-ld:Animal:cow028,Animal,Grass,357,-11
urn:ngsi-ld:Animal:cow028,Animal,Hay,357,-10
urn:ngsi-ld:Animal:cow028,Animal,Hay,359,-9
urn:ngsi-ld:Animal:cow028,Animal,Oats,361,-8
urn:ngsi-ld:Animal:cow028,Animal,Hay,354,-7
urn:ngsi-ld:Animal:cow028,Animal,Hay,356,-6
urn:ngsi-ld:Animal:cow028,Animal,Grass,358,-5
urn:ngsi-ld:Animal:cow028,Animal,Grass,363,-4
urn:ngsi-ld:Animal:cow028,Animal,Grass,365,-3
urn:ngsi-ld:Animal:cow028,Animal,Grass,366,-2
urn:ngsi-ld:Animal:cow028,Animal,Grass,366,-1
urn:ngsi-ld:Animal:cow033,Animal,Grass,378,-24
urn:ngsi-ld:Animal:cow033,Animal,Grass,381,-23
urn:ngsi-ld:Animal:cow033,Animal,Hay,372,-22
urn:ngsi-ld:Animal:cow033,Animal,Hay,385,-21
urn:ngsi-ld:Animal:cow033,Animal,Oats,380,-20
urn:ngsi-ld:Animal:cow033,Animal,Hay,384,-19
urn:ngsi-ld:Animal:cow033,Animal,Hay,374,-18
urn:ngsi-ld:Animal:cow033,Animal,Grass,376,-17
urn:ngsi-ld:Animal:cow033,Animal,Grass,376,-16
urn:ngsi-ld:Animal:cow033,Animal,Grass,380,-15
urn:ngsi-ld:Animal:cow033,Animal,Grass,388,-14
urn:ngsi-ld:Animal:cow033,Animal,Grass,384,-13
urn:ngsi-ld:Animal:cow033,Animal,Grass,388,-12
urn:ngsi-ld:Animal:cow033,Animal,Grass,386,-11
urn:ngsi-ld:Animal:cow033,Animal,Hay,378,-10
urn:ngsi-ld:Animal:cow033,Animal,Hay,384,-9
urn:ngsi-ld:Animal:cow033,Animal,Oats,388,-8
urn:ngsi-ld:Animal:cow033,Animal,Hay,386,-7
urn:ngsi-ld:Animal:cow033,Animal,Hay,384,-6
urn:ngsi-ld:Animal:cow033,Animal,Grass,384,-5
urn:ngsi-ld:Animal:cow033,Animal,Grass,390,-4
urn:ngsi-ld:Animal:cow033,Animal,Grass,390,-3
urn:ngsi-ld:Animal:cow033,Animal,Grass,388,-2
urn:ngsi-ld:Animal:cow033,Animal,Grass,390,-1
urn:ngsi-ld:Animal:cow031,Animal,Grass,432,-24
urn:ngsi-ld:Animal:cow031,Animal,Grass,438,-23
urn:ngsi-ld:Animal:cow031,Animal,Hay,437,-22
urn:ngsi-ld:Animal:cow031,Animal,Oats,431,-21
urn:ngsi-ld:Animal:cow031,Animal,Oats,430,-20
urn:ngsi-ld:Animal:cow031,Animal,Hay,429,-19
urn:ngsi-ld:Animal:cow031,Animal,Oats,438,-18
urn:ngsi-ld:Animal:cow031,Animal,Grass,434,-17
urn:ngsi-ld:Animal:cow031,Animal,Grass,431,-16
urn:ngsi-ld:Animal:cow031,Animal,Grass,440,-15
urn:ngsi-ld:Animal:cow031,Animal,Grass,436,-14
urn:ngsi-ld:Animal:cow031,Animal,Grass,439,-13
urn:ngsi-ld:Animal:cow031,Animal,Grass,438,-12
urn:ngsi-ld:Animal:cow031,Animal,Grass,435,-11
urn:ngsi-ld:Animal:cow031,Animal,Hay,440,-10
urn:ngsi-ld:Animal:cow031,Animal,Oats,438,-9
urn:ngsi-ld:Animal:cow031,Animal,Oats,440,-8
urn:ngsi-ld:Animal:cow031,Animal,Hay,447,-7
urn:ngsi-ld:Animal:cow031,Animal,Oats,448,-6
urn:ngsi-ld:Animal:cow031,Animal,Grass,440,-5
urn:ngsi-ld:Animal:cow031,Animal,Grass,438,-4
urn:ngsi-ld:Animal:cow031,Animal,Grass,447,-3
urn:ngsi-ld:Animal:cow031,Animal,Grass,441,-2
urn:ngsi-ld:Animal:cow031,Animal,Grass,448,-1
urn:ngsi-ld:Animal:cow030,Animal,Grass,380,-24
urn:ngsi-ld:Animal:cow030,Animal,Grass,382,-23
urn:ngsi-ld:Animal:cow030,Animal,Hay,380,-22
urn:ngsi-ld:Animal:cow030,Animal,Hay,374,-21
urn:ngsi-ld:Animal:cow030,Animal,Oats,376,-20
urn:ngsi-ld:Animal:cow030,Animal,Hay,374,-19
urn:ngsi-ld:Animal:cow030,Animal,Hay,376,-18
urn:ngsi-ld:Animal:cow030,Animal,Grass,377,-17
urn:ngsi-ld:Animal:cow030,Animal,Grass,381,-16
urn:ngsi-ld:Animal:cow030,Animal,Grass,383,-15
urn:ngsi-ld:Animal:cow030,Animal,Grass,377,-14
urn:ngsi-ld:Animal:cow030,Animal,Grass,381,-13
urn:ngsi-ld:Animal:cow030,Animal,Grass,383,-12
urn:ngsi-ld:Animal:cow030,Animal,Grass,384,-11
urn:ngsi-ld:Animal:cow030,Animal,Hay,382,-10
urn:ngsi-ld:Animal:cow030,Animal,Hay,383,-9
urn:ngsi-ld:Animal:cow030,Animal,Oats,385,-8
urn:ngsi-ld:Animal:cow030,Animal,Hay,376,-7
urn:ngsi-ld:Animal:cow030,Animal,Hay,377,-6
urn:ngsi-ld:Animal:cow030,Animal,Grass,378,-5
urn:ngsi-ld:Animal:cow030,Animal,Grass,382,-4
urn:ngsi-ld:Animal:cow030,Animal,Grass,383,-3
urn:ngsi-ld:Animal:cow030,Animal,Grass,383,-2
urn:ngsi-ld:Animal:cow030,Animal,Grass,383,-1
urn:ngsi-ld:Animal:cow037,Animal,Grass,380,-24
urn:ngsi-ld:Animal:cow037,Animal,Grass,382,-23
urn:ngsi-ld:Animal:cow037,Animal,Hay,374,-22
urn:ngsi-ld:Animal:cow037,Animal,Oats,381,-21
urn:ngsi-ld:Animal:cow037,Animal,Oats,378,-20
urn:ngsi-ld:Animal:cow037,Animal,Hay,384,-19
urn:ngsi-ld:Animal:cow037,Animal,Oats,388,-18
urn:ngsi-ld:Animal:cow037,Animal,Grass,382,-17
urn:ngsi-ld:Animal:cow037,Animal,Grass,380,-16
urn:ngsi-ld:Animal:cow037,Animal,Grass,388,-15
urn:ngsi-ld:Animal:cow037,Animal,Grass,386,-14
urn:ngsi-ld:Animal:cow037,Animal,Grass,390,-13
urn:ngsi-ld:Animal:cow037,Animal,Grass,382,-12
urn:ngsi-ld:Animal:cow037,Animal,Grass,388,-11
urn:ngsi-ld:Animal:cow037,Animal,Hay,380,-10
urn:ngsi-ld:Animal:cow037,Animal,Oats,390,-9
urn:ngsi-ld:Animal:cow037,Animal,Oats,384,-8
urn:ngsi-ld:Animal:cow037,Animal,Hay,387,-7
urn:ngsi-ld:Animal:cow037,Animal,Oats,388,-6
urn:ngsi-ld:Animal:cow037,Animal,Grass,386,-5
urn:ngsi-ld:Animal:cow037,Animal,Grass,392,-4
urn:ngsi-ld:Animal:cow037,Animal,Grass,391,-3
urn:ngsi-ld:Animal:cow037,Animal,Grass,386,-2
urn:ngsi-ld:Animal:cow037,Animal,Grass,391,-1
urn:ngsi-ld:Animal:cow036,Animal,Grass,395,-24
urn:ngsi-ld:Animal:cow036,Animal,Grass,397,-23
urn:ngsi-ld:Animal:cow036,Animal,Hay,396,-22
urn:ngsi-ld:Animal:cow036,Animal,Hay,390,-21
urn:ngsi-ld:Animal:cow036,Animal,Oats,392,-20
urn:ngsi-ld:Animal:cow036,Animal,Hay,390,-19
urn:ngsi-ld:Animal:cow036,Animal,Hay,392,-18
urn:ngsi-ld:Animal:cow036,Animal,Grass,393,-17
urn:ngsi-ld:Animal:cow036,Animal,Grass,398,-16
urn:ngsi-ld:Animal:cow036,Animal,Grass,399,-15
urn:ngsi-ld:Animal:cow036,Animal,Grass,394,-14
urn:ngsi-ld:Animal:cow036,Animal,Grass,398,-13
urn:ngsi-ld:Animal:cow036,Animal,Grass,400,-12
urn:ngsi-ld:Animal:cow036,Animal,Grass,401,-11
urn:ngsi-ld:Animal:cow036,Animal,Hay,399,-10
urn:ngsi-ld:Animal:cow036,Animal,Hay,401,-9
urn:ngsi-ld:Animal:cow036,Animal,Oats,402,-8
urn:ngsi-ld:Animal:cow036,Animal,Hay,393,-7
urn:ngsi-ld:Animal:cow036,Animal,Hay,394,-6
urn:ngsi-ld:Animal:cow036,Animal,Grass,396,-5
urn:ngsi-ld:Animal:cow036,Animal,Grass,400,-4
urn:ngsi-ld:Animal:cow036,Animal,Grass,401,-3
urn:ngsi-ld:Animal:cow036,Animal,Grass,401,-2
urn:ngsi-ld:Animal:cow036,Animal,Grass,401,-1
urn:ngsi-ld:Animal:cow035,Animal,Grass,367,-24
urn:ngsi-ld:Animal:cow035,Animal,Grass,371,-23
urn:ngsi-ld:Animal:cow035,Animal,Hay,372,-22
urn:ngsi-ld:Animal:cow035,Animal,Hay,368,-21
urn:ngsi-ld:Animal:cow035,Animal,Oats,372,-20
urn:ngsi-ld:Animal:cow035,Animal,Hay,372,-19
urn:ngsi-ld:Animal:cow035,Animal,Hay,375,-18
urn:ngsi-ld:Animal:cow035,Animal,Grass,378,-17
urn:ngsi-ld:Animal:cow035,Animal,Grass,384,-16
urn:ngsi-ld:Animal:cow035,Animal,Grass,387,-15
urn:ngsi-ld:Animal:cow035,Animal,Grass,383,-14
urn:ngsi-ld:Animal:cow035,Animal,Grass,389,-13
urn:ngsi-ld:Animal:cow035,Animal,Grass,392,-12
urn:ngsi-ld:Animal:cow035,Animal,Grass,394,-11
urn:ngsi-ld:Animal:cow035,Animal,Hay,394,-10
urn:ngsi-ld:Animal:cow035,Animal,Hay,396,-9
urn:ngsi-ld:Animal:cow035,Animal,Oats,398,-8
urn:ngsi-ld:Animal:cow035,Animal,Hay,390,-7
urn:ngsi-ld:Animal:cow035,Animal,Hay,393,-6
urn:ngsi-ld:Animal:cow035,Animal,Grass,395,-5
urn:ngsi-ld:Animal:cow035,Animal,Grass,400,-4
urn:ngsi-ld:Animal:cow035,Animal,Grass,402,-3
urn:ngsi-ld:Animal:cow035,Animal,Grass,403,-2
urn:ngsi-ld:Animal:cow035,Animal,Grass,403,-1
urn:ngsi-ld:Animal:cow034,Animal,Milk,94,-24
urn:ngsi-ld:Animal:cow034,Animal,Milk,106,-23
urn:ngsi-ld:Animal:cow034,Animal,Milk,115,-22
urn:ngsi-ld:Animal:cow034,Animal,Hay,119,-21
urn:ngsi-ld:Animal:cow034,Animal,Oats,130,-20
urn:ngsi-ld:Animal:cow034,Animal,Hay,137,-19
urn:ngsi-ld:Animal:cow034,Animal,Hay,147,-18
urn:ngsi-ld:Animal:cow034,Animal,Grass,156,-17
urn:ngsi-ld:Animal:cow034,Animal,Grass,167,-16
urn:ngsi-ld:Animal:cow034,Animal,Grass,175,-15
urn:ngsi-ld:Animal:cow034,Animal,Grass,176,-14
urn:ngsi-ld:Animal:cow034,Animal,Grass,186,-13
urn:ngsi-ld:Animal:cow034,Animal,Grass,193,-12
urn:ngsi-ld:Animal:cow034,Animal,Grass,200,-11
urn:ngsi-ld:Animal:cow034,Animal,Hay,204,-10
urn:ngsi-ld:Animal:cow034,Animal,Hay,211,-9
urn:ngsi-ld:Animal:cow034,Animal,Oats,217,-8
urn:ngsi-ld:Animal:cow034,Animal,Hay,214,-7
urn:ngsi-ld:Animal:cow034,Animal,Hay,220,-6
urn:ngsi-ld:Animal:cow034,Animal,Grass,225,-5
urn:ngsi-ld:Animal:cow034,Animal,Grass,232,-4
urn:ngsi-ld:Animal:cow034,Animal,Grass,237,-3
urn:ngsi-ld:Animal:cow034,Animal,Grass,241,-2
urn:ngsi-ld:Animal:cow034,Animal,Grass,244,-1
urn:ngsi-ld:Animal:cow032,Animal,Grass,378,-24
urn:ngsi-ld:Animal:cow032,Animal,Grass,382,-23
urn:ngsi-ld:Animal:cow032,Animal,Hay,382,-22
urn:ngsi-ld:Animal:cow032,Animal,Hay,379,-21
urn:ngsi-ld:Animal:cow032,Animal,Oats,382,-20
urn:ngsi-ld:Animal:cow032,Animal,Hay,382,-19
urn:ngsi-ld:Animal:cow032,Animal,Hay,385,-18
urn:ngsi-ld:Animal:cow032,Animal,Grass,388,-17
urn:ngsi-ld:Animal:cow032,Animal,Grass,394,-16
